City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Barra Do Garcas,BR,2022-07-06 17:03:52,-15.89,-52.2567,88.7,22,2,8.46
292,Otane,NZ,2022-07-06 17:03:52,-39.8833,176.6333,37.71,94,71,1.32
293,Ust-Ilimsk,RU,2022-07-06 17:03:53,58.0006,102.6619,58.03,74,14,2.42
294,Barahona,DO,2022-07-06 17:03:53,18.2085,-71.1008,87.62,74,40,11.5
295,Kijang,KR,2022-07-06 17:03:54,35.2442,129.2139,77.7,91,98,2.55
296,Ossora,RU,2022-07-06 17:03:45,59.2353,163.0719,53.33,87,90,4.41
297,Hokitika,NZ,2022-07-06 17:03:55,-42.7167,170.9667,44.53,82,100,6.2
298,Qaqortoq,GL,2022-07-06 17:03:55,60.7167,-46.0333,45.39,87,99,4.47
299,Rurrenabaque,BO,2022-07-06 17:03:20,-14.4413,-67.5278,91.45,38,1,4.43
300,Jamsa,FI,2022-07-06 16:59:12,61.8642,25.19,65.14,68,78,8.7
301,Chilca,PE,2022-07-06 17:03:57,-12.5211,-76.7372,63.37,76,55,8.32
302,Luanda,AO,2022-07-06 17:02:36,-8.8368,13.2343,71.6,83,20,4.61
303,Sitka,US,2022-07-06 17:03:57,57.0531,-135.33,57.09,88,75,3.44
304,Mazatlan,MX,2022-07-06 16:59:10,23.2167,-106.4167,88.92,64,82,5.01
305,Pavlohrad,UA,2022-07-06 17:03:58,48.5167,35.8667,81.61,39,74,2.46
306,Sars,RU,2022-07-06 17:03:58,56.5502,57.1366,55.04,99,87,5.64
307,Toamasina,MG,2022-07-06 17:03:59,-18.1667,49.3833,70.38,83,45,5.41
308,Mamallapuram,IN,2022-07-06 17:03:59,12.6264,80.1722,82.45,80,100,11.32
309,Romitan,UZ,2022-07-06 17:03:59,39.9343,64.3814,85.95,20,0,6.91
310,Eenhana,NA,2022-07-06 17:04:00,-17.4667,16.3333,69.15,26,0,5.26
311,Beloha,MG,2022-07-06 17:04:00,-25.1667,45.05,67.6,72,0,8.1
312,Tezu,IN,2022-07-06 17:04:01,27.9167,96.1667,78.69,96,5,3.22
313,Rumford,US,2022-07-06 17:04:01,44.5537,-70.5509,75.69,66,52,12.21
314,Flinders,AU,2022-07-06 17:04:02,-34.5833,150.8552,58.17,91,100,4.0
315,Albanel,CA,2022-07-06 17:04:02,48.8832,-72.4487,69.39,37,11,4.74
316,Birjand,IR,2022-07-06 17:04:02,32.8663,59.2211,76.89,23,0,10.02
317,Hithadhoo,MV,2022-07-06 17:04:03,-0.6,73.0833,83.12,75,100,9.4
318,Sioux Falls,US,2022-07-06 16:59:28,43.55,-96.7003,81.09,76,100,1.99
319,Isla Mujeres,MX,2022-07-06 17:04:04,21.2311,-86.731,87.17,66,14,8.05
320,Boca Do Acre,BR,2022-07-06 17:04:04,-8.7522,-67.3978,94.44,38,5,3.42
321,Itaituba,BR,2022-07-06 17:04:05,-4.2761,-55.9836,94.3,38,31,2.35
322,Aguimes,ES,2022-07-06 17:04:05,27.9054,-15.4461,74.03,57,20,33.38
323,Swellendam,ZA,2022-07-06 17:04:05,-34.0226,20.4417,54.52,59,1,4.59
324,Palmas,BR,2022-07-06 17:05:06,-10.2128,-48.3603,89.47,37,20,6.91
325,Kloulklubed,PW,2022-07-06 17:05:06,7.0419,134.2556,82.31,74,75,1.97
326,Rock Sound,BS,2022-07-06 17:05:07,24.9,-76.2,82.27,71,35,14.18
327,Bengkulu,ID,2022-07-06 17:05:27,-3.8004,102.2655,78.35,86,100,4.0
328,Phangnga,TH,2022-07-06 17:05:27,8.4509,98.5298,78.84,93,93,2.89
329,Yar-Sale,RU,2022-07-06 17:05:27,66.8333,70.8333,60.4,68,91,4.9
330,Bairiki,KI,2022-07-06 17:05:28,1.3292,172.9752,80.6,83,75,11.5
331,Media Luna,CU,2022-07-06 17:05:28,20.1419,-77.435,86.86,59,7,7.23
332,Dasoguz,TM,2022-07-06 17:05:29,41.8363,59.9666,78.49,29,0,13.76
333,Coihaique,CL,2022-07-06 17:03:48,-45.5752,-72.0662,34.41,93,75,4.61
334,Touba,CI,2022-07-06 17:05:29,8.2833,-7.6833,80.17,78,57,3.6
335,Vestmanna,FO,2022-07-06 17:05:30,62.1564,-7.1664,47.32,81,75,14.97
336,Kodiak,US,2022-07-06 17:05:30,57.79,-152.4072,54.91,88,100,3.44
337,Noyabrsk,RU,2022-07-06 17:05:30,63.1994,75.4507,61.48,62,51,6.26
338,Vila Velha,BR,2022-07-06 17:05:31,-20.3297,-40.2925,82.35,61,20,13.8
339,Tuatapere,NZ,2022-07-06 17:05:31,-46.1333,167.6833,38.64,88,56,3.89
340,Moses Lake,US,2022-07-06 17:04:26,47.1301,-119.2781,72.88,78,75,5.75
341,Bonthe,SL,2022-07-06 17:05:32,7.5264,-12.505,80.89,72,72,9.57
342,Gubkinskiy,RU,2022-07-06 17:05:32,64.434,76.5026,64.08,70,92,7.58
343,Suzun,RU,2022-07-06 17:05:33,53.7841,82.3116,56.77,99,52,3.49
344,Severo-Kurilsk,RU,2022-07-06 17:05:33,50.6789,156.125,52.38,76,100,11.72
345,Victoria Falls,ZW,2022-07-06 17:05:34,-17.9235,25.843,64.38,40,1,3.2
346,Casa Grande,US,2022-07-06 17:05:34,32.8795,-111.7573,96.42,21,0,8.05
347,El Alto,PE,2022-07-06 17:05:34,-4.2714,-81.2147,69.46,62,9,14.72
348,Provideniya,RU,2022-07-06 17:05:35,64.3833,-173.3,47.62,89,100,2.82
349,Namatanai,PG,2022-07-06 17:05:35,-3.6667,152.4333,79.03,79,99,6.4
350,Saint-Pierre,RE,2022-07-06 17:05:38,-21.3393,55.4781,67.91,70,100,8.05
351,Iqaluit,CA,2022-07-06 17:05:39,63.7506,-68.5145,38.93,100,100,8.05
352,Kahului,US,2022-07-06 17:03:44,20.8947,-156.47,77.85,69,20,11.5
353,Bulgan,MN,2022-07-06 17:05:41,48.8125,103.5347,54.45,88,96,3.2
354,Baoding,CN,2022-07-06 17:05:42,38.8511,115.4903,75.6,80,0,3.56
355,Bambanglipuro,ID,2022-07-06 17:05:43,-7.95,110.2833,76.05,88,100,6.55
356,Sakakah,SA,2022-07-06 17:05:43,29.9697,40.2064,90.07,12,0,11.05
357,Lavrentiya,RU,2022-07-06 17:05:43,65.5833,-171.0,45.36,92,100,2.73
358,Tajumulco,GT,2022-07-06 17:05:44,15.0833,-91.8833,65.19,71,82,1.54
359,Bonavista,CA,2022-07-06 17:02:11,48.6499,-53.1147,62.24,66,100,17.38
360,Moree,AU,2022-07-06 17:05:44,-29.4667,149.85,55.42,89,97,14.79
361,Amahai,ID,2022-07-06 17:05:45,-3.3333,128.9167,76.84,88,100,6.2
362,Naziya,RU,2022-07-06 17:05:45,59.8,31.3833,64.8,62,100,1.36
363,Port-Gentil,GA,2022-07-06 17:05:46,-0.7193,8.7815,76.96,73,75,10.36
364,Oskarshamn,SE,2022-07-06 17:05:46,57.2645,16.4484,67.98,40,91,7.54
365,Hualmay,PE,2022-07-06 17:05:47,-11.0964,-77.6139,65.98,71,48,8.63
366,Kamenka,RU,2022-07-06 17:05:47,51.3223,42.7678,68.36,55,1,4.47
367,Merauke,ID,2022-07-06 17:05:48,-8.4667,140.3333,76.46,91,99,9.6
368,Hendek,TR,2022-07-06 17:05:48,40.7994,30.7481,70.63,73,0,2.62
369,Olinda,BR,2022-07-06 17:05:48,-8.0089,-34.8553,82.13,65,40,11.5
370,Pafos,CY,2022-07-06 17:06:49,34.7667,32.4167,78.58,83,20,13.8
371,Saint Anthony,US,2022-07-06 17:06:50,45.0205,-93.218,76.66,78,100,9.22
372,Natal,BR,2022-07-06 17:06:50,-5.795,-35.2094,84.85,70,75,10.36
373,Angoram,PG,2022-07-06 17:06:51,-4.0625,144.0661,73.33,99,100,1.52
374,Tura,IN,2022-07-06 17:06:51,25.5198,90.2201,76.01,84,53,3.62
375,Udachnyy,RU,2022-07-06 17:06:51,66.4167,112.4,54.37,80,80,7.56
376,Painesville,US,2022-07-06 17:01:52,41.7245,-81.2457,75.7,79,100,8.05
377,Camana,PE,2022-07-06 17:06:52,-16.6228,-72.7111,64.69,73,72,9.66
378,Rieti,IT,2022-07-06 17:06:52,42.4072,12.8592,97.0,18,43,10.27
379,Nara,JP,2022-07-06 17:04:26,34.6851,135.8049,78.49,64,0,1.9
380,Caravelas,BR,2022-07-06 17:06:53,-17.7125,-39.2481,75.15,72,64,6.93
381,Novyy Urgal,RU,2022-07-06 17:06:54,51.0736,132.5642,67.57,92,35,2.89
382,Pokhara,NP,2022-07-06 17:06:56,28.2333,83.9833,73.56,92,56,3.27
383,Nouadhibou,MR,2022-07-06 17:06:56,20.931,-17.0347,71.78,73,0,26.87
384,Marawi,PH,2022-07-06 17:06:56,7.9986,124.2928,69.62,94,100,2.98
385,Srbobran,RS,2022-07-06 17:06:57,45.5539,19.8028,84.97,30,14,11.21
386,Jablah,SY,2022-07-06 17:06:57,35.3614,35.9256,80.89,65,40,10.36
387,Auki,SB,2022-07-06 17:06:58,-8.7676,160.7034,77.22,86,95,3.83
388,Qui Nhon,VN,2022-07-06 17:06:58,13.7667,109.2333,80.31,87,100,6.38
389,Pak Phanang,TH,2022-07-06 17:06:59,8.3511,100.202,78.76,84,98,10.07
390,Lagoa,PT,2022-07-06 17:07:00,39.05,-27.9833,66.06,82,100,13.96
391,Hwange,ZW,2022-07-06 17:07:00,-18.3693,26.5019,66.94,39,2,1.86
392,Rio Gallegos,AR,2022-07-06 17:03:56,-51.6226,-69.2181,33.73,75,100,9.75
393,Chimbarongo,CL,2022-07-06 17:07:01,-34.7,-71.05,49.08,96,100,4.7
394,Atasu,KZ,2022-07-06 17:07:01,48.6814,71.6433,63.3,60,82,8.37
395,Basco,PH,2022-07-06 17:07:02,20.4487,121.9702,84.13,79,26,12.19
396,Klaebu,NO,2022-07-06 17:07:02,63.2976,10.4826,55.63,76,98,3.02
397,Santa Helena,BR,2022-07-06 17:07:03,-2.2311,-45.3,88.05,53,18,4.63
398,Ferrol,ES,2022-07-06 17:07:03,43.4832,-8.2369,77.72,67,0,19.8
399,Kaeo,NZ,2022-07-06 17:07:03,-35.1,173.7833,57.02,90,100,5.21
400,Maltahohe,NA,2022-07-06 17:07:04,-24.8333,16.9833,59.25,27,0,4.0
401,Trapani,IT,2022-07-06 17:07:04,37.8333,12.6667,90.28,35,2,9.95
402,Porto Real,BR,2022-07-06 17:07:05,-22.4197,-44.2903,80.8,37,1,3.09
403,Naze,JP,2022-07-06 17:07:05,28.3667,129.4833,77.2,90,99,7.78
404,Dapaong,TG,2022-07-06 17:07:06,10.8639,0.205,87.39,49,86,6.98
405,Ulety,RU,2022-07-06 17:07:06,51.3572,112.4849,52.61,90,53,4.21
406,Tiznit,MA,2022-07-06 17:07:07,29.5833,-9.5,84.96,36,0,7.85
407,Dovolnoye,RU,2022-07-06 17:07:07,54.4958,79.6671,59.02,93,98,4.43
408,Marzuq,YE,2022-07-06 17:07:08,14.4,46.4667,88.88,16,100,4.07
409,Iracoubo,GF,2022-07-06 17:07:08,5.4802,-53.2011,78.31,80,93,2.77
410,Ugra,RU,2022-07-06 17:07:09,54.7777,34.3267,68.59,88,98,8.12
411,Vilyuysk,RU,2022-07-06 17:07:09,63.7553,121.6247,57.56,76,100,3.04
412,Faanui,PF,2022-07-06 17:07:10,-16.4833,-151.75,78.84,67,13,10.2
413,Erzin,TR,2022-07-06 17:07:10,36.9559,36.2,75.94,83,1,6.44
414,San Jose,US,2022-07-06 17:06:51,37.3394,-121.895,71.85,63,100,5.75
415,Morondava,MG,2022-07-06 17:07:11,-20.2833,44.2833,72.9,74,0,12.17
416,Tokoroa,NZ,2022-07-06 17:07:11,-38.2333,175.8667,43.05,85,100,2.19
417,Cap Malheureux,MU,2022-07-06 17:07:12,-19.9842,57.6142,69.48,60,48,5.01
418,Umm Lajj,SA,2022-07-06 17:02:50,25.0213,37.2685,88.68,46,3,9.62
419,Biak,ID,2022-07-06 17:07:12,-0.9131,122.8766,75.58,87,100,5.57
420,Kalmunai,LK,2022-07-06 17:08:13,7.4167,81.8167,83.61,70,100,3.13
421,Mount Gambier,AU,2022-07-06 17:08:13,-37.8333,140.7667,50.2,74,58,6.87
422,Talcahuano,CL,2022-07-06 17:08:14,-36.7167,-73.1167,51.48,66,75,12.66
423,Aksu,CN,2022-07-06 17:08:15,41.1231,80.2644,83.34,32,36,4.07
424,Tianpeng,CN,2022-07-06 17:08:16,30.9866,103.9393,78.91,66,11,5.3
425,Orlik,RU,2022-07-06 17:08:16,52.5178,99.825,50.07,91,100,3.71
426,Clyde River,CA,2022-07-06 17:03:24,70.4692,-68.5914,46.04,58,0,5.66
427,Fujinomiya,JP,2022-07-06 17:08:17,35.2167,138.6167,73.58,93,82,4.29
428,Vrangel,RU,2022-07-06 17:08:17,42.7297,133.0839,61.59,98,78,5.84
429,Praia Da Vitoria,PT,2022-07-06 17:08:18,38.7333,-27.0667,70.75,71,100,11.23
430,Goure,NE,2022-07-06 17:08:18,13.9835,10.2704,98.74,23,79,1.05
431,Wanaka,NZ,2022-07-06 17:08:18,-44.7,169.15,32.11,89,83,1.99
432,Riviere-Au-Renard,CA,2022-07-06 17:08:19,48.9957,-64.3971,62.89,73,100,6.46
433,Matara,LK,2022-07-06 17:04:04,5.9485,80.5353,79.5,82,100,10.63
434,Petropavlovsk-Kamchatskiy,RU,2022-07-06 17:07:53,53.0452,158.6483,53.85,95,100,2.21
435,Esil,KZ,2022-07-06 17:08:20,51.9556,66.4042,58.68,65,96,10.94
436,Vitoria Do Mearim,BR,2022-07-06 17:08:20,-3.4622,-44.8706,83.01,73,36,3.27
437,Wellington,NZ,2022-07-06 17:08:07,-41.2866,174.7756,40.66,100,83,4.61
438,Buala,SB,2022-07-06 17:08:21,-8.145,159.5921,79.07,81,100,6.51
439,Berezovyy,RU,2022-07-06 17:08:21,51.6667,135.7,71.85,82,2,3.69
440,Loa Janan,ID,2022-07-06 17:08:22,-0.583,117.095,73.74,98,91,3.18
441,Kavaratti,IN,2022-07-06 17:08:22,10.5669,72.642,81.52,83,98,17.25
442,Hauterive,FR,2022-07-06 17:08:23,46.0901,3.4459,75.96,51,0,9.17
443,Manggar,ID,2022-07-06 17:08:23,-2.8833,108.2667,81.23,74,19,4.41
444,Esperance,AU,2022-07-06 17:04:33,-33.8667,121.9,53.44,89,100,13.98
445,Sambava,MG,2022-07-06 17:08:24,-14.2667,50.1667,71.64,79,26,14.92
446,Norrtalje,SE,2022-07-06 17:08:26,59.758,18.705,66.43,45,73,3.74
447,Berlevag,NO,2022-07-06 17:03:49,70.8578,29.0864,57.2,76,0,8.05
448,Balsas,BR,2022-07-06 17:08:27,-7.5325,-46.0356,94.14,24,2,9.86
449,Port Hedland,AU,2022-07-06 17:08:28,-20.3167,118.5667,51.85,46,6,5.75
450,Saldanha,ZA,2022-07-06 17:08:28,-33.0117,17.9442,54.45,74,0,7.05
451,Ishigaki,JP,2022-07-06 17:08:29,24.3448,124.1572,85.23,78,6,15.28
452,Copacabana,CO,2022-07-06 17:08:03,6.3463,-75.5089,79.23,48,48,3.42
453,Hirara,JP,2022-07-06 17:08:30,24.8,125.2833,84.11,80,20,15.55
454,Ostrov,RU,2022-07-06 17:08:31,57.3439,28.3537,60.53,97,100,1.12
455,Lagos,NG,2022-07-06 17:07:48,6.5833,3.75,80.91,77,46,6.06
456,Asfi,MA,2022-07-06 17:08:31,32.2994,-9.2372,74.46,67,0,20.78
457,Goderich,CA,2022-07-06 17:08:32,43.7501,-81.7165,66.9,79,100,7.31
458,Pangody,RU,2022-07-06 17:08:32,65.85,74.4859,58.68,73,76,7.56
459,Diosjeno,HU,2022-07-06 17:08:33,47.9397,19.0432,79.72,31,39,15.05
460,Grand Gaube,MU,2022-07-06 17:08:33,-20.0064,57.6608,69.39,60,57,5.01
461,Vila Franca Do Campo,PT,2022-07-06 17:08:34,37.7167,-25.4333,68.41,70,100,7.63
462,San Andres,CO,2022-07-06 17:08:34,12.5847,-81.7006,86.02,74,75,12.66
463,Westport,US,2022-07-06 17:08:34,41.1415,-73.3579,87.75,54,20,17.27
464,Arrecife,ES,2022-07-06 17:08:35,28.963,-13.5477,78.78,57,20,25.32
465,Mount Pleasant,US,2022-07-06 17:08:35,32.7941,-79.8626,93.06,71,20,11.5
466,Luena,AO,2022-07-06 17:08:35,-11.7833,19.9167,64.81,35,12,5.01
467,Bulolo,PG,2022-07-06 17:08:36,-7.2,146.65,69.84,97,100,1.83
468,Banda Aceh,ID,2022-07-06 17:09:13,5.5577,95.3222,80.01,78,70,5.1
469,Wakkanai,JP,2022-07-06 17:09:36,45.4094,141.6739,60.49,94,32,6.42
470,Saint George,US,2022-07-06 17:04:39,37.1041,-113.5841,93.25,18,0,4.0
471,Santa Maria Da Vitoria,BR,2022-07-06 17:09:37,-13.3947,-44.1886,88.59,28,0,7.09
472,Booue,GA,2022-07-06 17:09:38,-0.0921,11.9385,80.65,70,92,3.06
473,Surt,LY,2022-07-06 17:09:38,31.2089,16.5887,83.93,68,0,9.35
474,Novyy Urengoy,RU,2022-07-06 17:09:38,66.0833,76.6333,57.61,75,82,8.5
475,Tigil,RU,2022-07-06 17:09:39,57.8,158.6667,49.73,91,88,4.7
476,Payson,US,2022-07-06 17:09:39,40.0444,-111.7321,87.91,27,0,5.75
477,Paamiut,GL,2022-07-06 17:09:40,61.994,-49.6678,42.58,96,100,2.66
478,Mumford,GH,2022-07-06 17:09:40,5.2618,-0.759,77.97,84,85,9.66
479,Zhob,PK,2022-07-06 17:08:21,31.3411,69.4481,83.35,55,100,14.05
480,Cortez,US,2022-07-06 17:09:19,37.3489,-108.5859,80.04,39,0,3.44
481,Eureka,US,2022-07-06 17:09:41,40.8021,-124.1637,68.67,80,96,1.99
482,Buta,CD,2022-07-06 17:09:41,2.7858,24.73,74.82,74,46,2.21
483,Adrar,MR,2022-07-06 17:09:42,20.5022,-10.0711,111.29,5,43,6.2
484,Mayo,US,2022-07-06 17:09:42,38.8876,-76.5119,88.99,64,0,11.5
485,Kochinda,IN,2022-07-06 17:09:42,21.7333,84.35,80.44,86,98,10.69
486,Bemidji,US,2022-07-06 17:06:16,47.4736,-94.8803,72.05,73,100,8.05
487,Deputatskiy,RU,2022-07-06 17:06:53,69.3,139.9,41.05,90,100,3.42
488,Sao Joao Dos Patos,BR,2022-07-06 17:09:43,-6.495,-43.7022,91.17,32,9,9.62
489,Xixiang,CN,2022-07-06 17:09:44,35.1628,112.865,80.06,70,0,2.75
490,Seda,LV,2022-07-06 17:09:44,57.65,25.75,60.06,73,100,3.85
491,Pekalongan,ID,2022-07-06 17:09:35,-6.8886,109.6753,72.01,82,62,3.31
492,Prainha,BR,2022-07-06 17:09:45,-1.8,-53.48,87.85,53,37,4.83
493,Meulaboh,ID,2022-07-06 17:09:45,4.1363,96.1285,77.83,85,41,3.6
494,Virginia Beach,US,2022-07-06 17:09:46,36.8529,-75.978,95.05,54,75,8.05
495,Parchim,DE,2022-07-06 17:09:46,53.4263,11.8488,65.71,38,90,10.67
496,Half Moon Bay,US,2022-07-06 17:09:47,37.4636,-122.4286,71.89,77,100,11.5
497,Bull Savanna,JM,2022-07-06 17:09:47,17.8868,-77.5902,83.7,63,23,10.0
498,Baneh,IR,2022-07-06 17:09:47,35.9975,45.8853,71.49,37,1,7.38
499,Olavarria,AR,2022-07-06 17:09:48,-36.8927,-60.3225,56.25,69,98,13.15
500,Renqiu,CN,2022-07-06 17:09:48,38.6989,116.0936,74.84,85,0,3.13
501,Yangjiang,CN,2022-07-06 17:09:49,21.85,111.9667,78.8,91,100,3.04
502,Tanout,NE,2022-07-06 17:09:49,14.9709,8.8879,91.47,33,76,12.59
503,Fez,MA,2022-07-06 17:09:49,34.0372,-4.9998,98.85,38,40,6.91
504,Santa Cruz De La Palma,ES,2022-07-06 17:09:22,28.6835,-17.7642,76.14,68,75,14.97
505,Algiers,DZ,2022-07-06 17:09:50,36.7525,3.042,84.02,66,0,6.91
506,Billings,US,2022-07-06 17:05:49,45.7833,-108.5007,81.52,62,20,5.75
507,Batemans Bay,AU,2022-07-06 17:09:50,-35.7167,150.1833,54.09,82,100,6.71
508,Ban Tak,TH,2022-07-06 17:09:51,17.0432,99.0813,76.82,93,100,3.98
509,Mandalgovi,MN,2022-07-06 17:08:10,45.7625,106.2708,71.26,31,100,14.52
510,Puerto Escondido,MX,2022-07-06 17:09:51,15.85,-97.0667,92.23,62,40,11.5
511,Flin Flon,CA,2022-07-06 17:06:53,54.7682,-101.865,62.44,59,100,2.3
512,Kungurtug,RU,2022-07-06 17:09:53,50.5994,97.5228,47.84,88,34,1.05
513,Emerald,AU,2022-07-06 17:09:53,-23.5333,148.1667,51.55,71,0,8.21
514,Teguldet,RU,2022-07-06 17:09:55,57.3064,88.1667,57.83,98,100,1.52
515,Svetlyy,RU,2022-07-06 17:09:55,54.675,20.1347,64.45,68,23,11.95
516,Tutoia,BR,2022-07-06 17:10:56,-2.7619,-42.2744,84.85,59,20,9.46
517,Sechura,PE,2022-07-06 17:10:56,-5.5569,-80.8222,72.82,59,20,11.1
518,Dwarka,IN,2022-07-06 17:10:56,22.2394,68.9678,82.81,84,79,12.37
519,Ca Mau,VN,2022-07-06 17:10:57,9.1769,105.15,79.18,91,100,5.39
520,Dzerzhinsk,RU,2022-07-06 17:10:57,56.2389,43.4631,82.22,51,40,6.71
521,Zeya,RU,2022-07-06 17:10:58,53.75,127.2667,70.25,97,100,9.46
522,Perpignan,FR,2022-07-06 17:10:58,42.75,2.75,85.73,32,0,14.97
523,Moose Factory,CA,2022-07-06 17:10:59,51.2585,-80.6094,69.58,32,88,6.22
524,Hovd,MN,2022-07-06 17:10:59,48.0056,91.6419,61.39,36,1,10.25
525,Boa Vista,BR,2022-07-06 17:09:09,2.8197,-60.6733,87.78,58,40,4.61
526,Pangai,TO,2022-07-06 17:11:00,-19.8,-174.35,75.7,69,46,20.38
527,Colatina,BR,2022-07-06 17:11:00,-19.5394,-40.6306,84.2,28,0,5.48
528,Leningradskiy,RU,2022-07-06 17:11:01,69.3833,178.4167,36.7,91,100,14.07
529,Chimbote,PE,2022-07-06 17:06:54,-9.0853,-78.5783,67.57,70,49,8.99
530,Port Lincoln,AU,2022-07-06 17:11:01,-34.7333,135.8667,52.68,73,63,9.26
531,Glendive,US,2022-07-06 17:11:02,47.1053,-104.7125,81.48,69,0,4.61
532,Marquette,US,2022-07-06 17:11:02,46.5333,-87.6335,67.77,79,54,8.48
533,Nishihara,JP,2022-07-06 17:11:03,26.1842,127.7558,81.68,89,20,6.91
534,Kochi,IN,2022-07-06 17:08:13,9.9399,76.2602,76.01,89,100,6.64
535,Chapais,CA,2022-07-06 17:11:04,49.7834,-74.8492,65.7,31,23,7.83
536,Karratha,AU,2022-07-06 17:11:04,-20.7377,116.8463,62.51,38,3,6.44
537,Tazovskiy,RU,2022-07-06 17:11:04,67.4667,78.7,51.57,74,50,9.13
538,Kaniama,CD,2022-07-06 17:11:05,-7.5667,24.1833,75.22,29,4,1.92
539,Laguna,US,2022-07-06 17:11:05,38.421,-121.4238,73.76,61,0,11.5
540,Sanand,IN,2022-07-06 17:11:06,22.9833,72.3833,88.02,69,85,12.91
541,Ekibastuz,KZ,2022-07-06 17:11:06,51.6667,75.3667,67.41,43,80,5.37
542,Meppel,NL,2022-07-06 17:11:07,52.6958,6.1944,64.98,79,94,1.01
543,Roma,US,2022-07-06 17:07:27,43.2128,-75.4557,74.37,73,100,10.36
544,Pudozh,RU,2022-07-06 17:11:07,61.8099,36.5345,66.2,56,65,3.11
545,Saint-Louis,SN,2022-07-06 17:11:08,16.3333,-15.0,97.66,28,69,19.62
546,Singkang,MY,2022-07-06 17:11:08,2.1006,102.7994,75.97,82,94,1.74
547,Sorrento,IT,2022-07-06 17:11:10,40.626,14.3744,90.61,100,1,6.15
548,Redmond,US,2022-07-06 17:10:01,47.674,-122.1215,68.31,84,100,1.99
549,Nhulunbuy,AU,2022-07-06 17:11:10,-12.2333,136.7667,68.61,73,40,6.91
550,Manono,CD,2022-07-06 17:11:11,-7.3,27.4167,79.0,25,12,0.69
551,Fort Nelson,CA,2022-07-06 17:11:11,58.8053,-122.7002,71.53,45,33,6.96
552,Saint-Augustin,CA,2022-07-06 17:11:12,51.226,-58.6502,62.8,51,100,11.12
553,Sangar,RU,2022-07-06 17:11:13,63.9242,127.4739,56.23,88,100,2.91
554,Sarmanovo,RU,2022-07-06 17:11:13,55.2553,52.5891,72.28,86,2,9.57
555,Daru,PG,2022-07-06 17:11:14,-9.0763,143.2092,77.56,90,100,13.51
556,Mitu,CO,2022-07-06 17:11:14,1.1983,-70.1733,86.52,60,19,0.13
557,Framingham,US,2022-07-06 17:11:15,42.2793,-71.4162,84.06,59,100,5.01
558,La Palma,US,2022-07-06 17:11:15,33.8464,-118.0467,78.19,82,100,4.61
559,Khani,GE,2022-07-06 17:11:16,41.9563,42.9566,67.57,63,0,6.04
560,Road Town,VG,2022-07-06 17:11:16,18.4167,-64.6167,87.89,70,40,12.66
561,Aswan,EG,2022-07-06 17:11:17,24.0934,32.907,99.5,13,39,13.6
562,Sorong,ID,2022-07-06 17:11:17,-0.8833,131.25,76.21,95,100,10.98
563,Larsnes,NO,2022-07-06 17:11:18,62.2028,5.5773,54.19,94,100,2.19
564,Fasa,IR,2022-07-06 17:12:18,28.9383,53.6482,86.88,38,83,7.05
565,Tolbazy,RU,2022-07-06 17:12:19,54.0241,55.8825,57.24,94,97,2.42
566,Byron Bay,AU,2022-07-06 17:12:19,-28.65,153.6167,55.94,81,28,9.98
567,Chadan,RU,2022-07-06 17:12:20,51.2833,91.5833,54.95,77,74,3.36
568,Wuan,CN,2022-07-06 17:12:20,31.6836,112.0044,76.86,83,2,4.52
569,Mongomo,GQ,2022-07-06 17:12:21,1.6274,11.3135,72.46,88,86,1.25
